Federal Information Processing Standards (FIPS) Code,State,Area name,Rural-Urban Continuum Code 2013,Population 1990,Population 2000,Population 2010,Population 2020,Population 2021
8057,CO,Jackson County,9,1605.00 ,1577.00 ,1394.00 ,1379.00 ,1363.00 
8059,CO,Jefferson County,1,438430.00 ,525449.00 ,534543.00 ,582910.00 ,579581.00 
8061,CO,Kiowa County,9,1688.00 ,1622.00 ,1398.00 ,1446.00 ,1452.00 
8063,CO,Kit Carson County,7,7140.00 ,8013.00 ,8270.00 ,7087.00 ,6950.00 
8065,CO,Lake County,6,6007.00 ,7814.00 ,7310.00 ,7436.00 ,7407.00 
8067,CO,La Plata County,4,32284.00 ,43957.00 ,51334.00 ,55638.00 ,56250.00 
8069,CO,Larimer County,2,186136.00 ,251489.00 ,299630.00 ,359066.00 ,362533.00 
8071,CO,Las Animas County,7,13765.00 ,15212.00 ,15507.00 ,14555.00 ,14633.00 
8073,CO,Lincoln County,8,4529.00 ,6089.00 ,5467.00 ,5675.00 ,5688.00 
8075,CO,Logan County,7,17567.00 ,20566.00 ,22709.00 ,21528.00 ,21487.00 
8077,CO,Mesa County,3,93145.00 ,116939.00 ,146723.00 ,155703.00 ,157335.00 
8079,CO,Mineral County,9,558.00 ,831.00 ,712.00 ,865.00 ,924.00 
8081,CO,Moffat County,7,11357.00 ,13178.00 ,13795.00 ,13292.00 ,13185.00 
8083,CO,Montezuma County,6,18672.00 ,23822.00 ,25535.00 ,25849.00 ,26175.00 
8085,CO,Montrose County,4,24423.00 ,33438.00 ,41276.00 ,42679.00 ,43168.00 
8087,CO,Morgan County,6,21939.00 ,27172.00 ,28159.00 ,29111.00 ,29008.00 
8089,CO,Otero County,6,20185.00 ,20311.00 ,18831.00 ,18690.00 ,18594.00 
8091,CO,Ouray County,9,2295.00 ,3747.00 ,4436.00 ,4874.00 ,5035.00 
8093,CO,Park County,1,7174.00 ,14519.00 ,16206.00 ,17390.00 ,17720.00 
8095,CO,Phillips County,9,4189.00 ,4485.00 ,4442.00 ,4530.00 ,4512.00 
8097,CO,Pitkin County,7,12661.00 ,14889.00 ,17148.00 ,17358.00 ,17348.00 
8099,CO,Prowers County,7,13347.00 ,14483.00 ,12551.00 ,11999.00 ,11996.00 
8101,CO,Pueblo County,3,123051.00 ,141490.00 ,159063.00 ,168162.00 ,169622.00 
8103,CO,Rio Blanco County,9,6051.00 ,5992.00 ,6666.00 ,6529.00 ,6476.00 
8105,CO,Rio Grande County,7,10770.00 ,12425.00 ,11982.00 ,11539.00 ,11408.00 
8107,CO,Routt County,7,14088.00 ,19679.00 ,23509.00 ,24829.00 ,25091.00 
8109,CO,Saguache County,9,4619.00 ,5904.00 ,6108.00 ,6368.00 ,6471.00 
8111,CO,San Juan County,9,745.00 ,558.00 ,699.00 ,705.00 ,733.00 
8113,CO,San Miguel County,9,3653.00 ,6593.00 ,7359.00 ,8072.00 ,8074.00 
8115,CO,Sedgwick County,9,2690.00 ,2747.00 ,2379.00 ,2404.00 ,2336.00 
8117,CO,Summit County,5,12881.00 ,23560.00 ,27994.00 ,31055.00 ,30941.00 
8119,CO,Teller County,2,12468.00 ,20541.00 ,23350.00 ,24710.00 ,24926.00 
8121,CO,Washington County,9,4812.00 ,4922.00 ,4814.00 ,4817.00 ,4861.00 
8123,CO,Weld County,2,131821.00 ,180766.00 ,252825.00 ,328981.00 ,340036.00 
8125,CO,Yuma County,7,8954.00 ,9846.00 ,10043.00 ,9988.00 ,9941.00 
9000,CT,Connecticut,,3287116.00 ,3405650.00 ,3574097.00 ,3605944.00 ,3605597.00 
9001,CT,Fairfield County,2,827645.00 ,882622.00 ,916829.00 ,957419.00 ,959768.00 
9003,CT,Hartford County,1,851783.00 ,857184.00 ,894014.00 ,899498.00 ,896854.00 
9005,CT,Litchfield County,4,174092.00 ,182183.00 ,189927.00 ,185186.00 ,185000.00 
9007,CT,Middlesex County,1,143196.00 ,155088.00 ,165676.00 ,164245.00 ,164759.00 
9009,CT,New Haven County,2,804219.00 ,823993.00 ,862477.00 ,864835.00 ,863700.00 
9011,CT,New London County,2,254957.00 ,259108.00 ,274055.00 ,268555.00 ,268805.00 
9013,CT,Tolland County,1,128699.00 ,136377.00 ,152691.00 ,149788.00 ,150293.00 
9015,CT,Windham County,2,102525.00 ,109095.00 ,118428.00 ,116418.00 ,116418.00 
10000,DE,Delaware,,666168.00 ,783559.00 ,897934.00 ,989948.00 ,1003384.00 
10001,DE,Kent County,3,110993.00 ,126771.00 ,162310.00 ,181851.00 ,184149.00 
10003,DE,New Castle County,1,441946.00 ,500294.00 ,538479.00 ,570719.00 ,571708.00 
10005,DE,Sussex County,2,113229.00 ,156494.00 ,197145.00 ,237378.00 ,247527.00 
11000,DC,District of Columbia,,606900.00 ,572086.00 ,601723.00 ,689545.00 ,670050.00 
11001,DC,District of Columbia,1,606900.00 ,572086.00 ,601723.00 ,689545.00 ,670050.00 
12000,FL,Florida,,12938071.00 ,15982571.00 ,18801310.00 ,21538187.00 ,21781128.00 
12001,FL,Alachua County,2,181596.00 ,217964.00 ,247336.00 ,278468.00 ,279238.00 
12003,FL,Baker County,1,18486.00 ,22255.00 ,27115.00 ,28259.00 ,28715.00 
12005,FL,Bay County,3,126994.00 ,148270.00 ,168852.00 ,175216.00 ,179168.00 
12007,FL,Bradford County,6,22515.00 ,26096.00 ,28520.00 ,28303.00 ,28540.00 
12009,FL,Brevard County,2,398978.00 ,476299.00 ,543376.00 ,606612.00 ,616628.00 
12011,FL,Broward County,1,1255531.00 ,1622974.00 ,1748066.00 ,1944375.00 ,1930983.00 
12013,FL,Calhoun County,6,11011.00 ,13002.00 ,14625.00 ,13648.00 ,13641.00 
12015,FL,Charlotte County,3,110975.00 ,141620.00 ,159978.00 ,186847.00 ,194843.00 
12017,FL,Citrus County,3,93513.00 ,118106.00 ,141236.00 ,153843.00 ,158083.00 
12019,FL,Clay County,1,105986.00 ,140788.00 ,190865.00 ,218245.00 ,222361.00 
12021,FL,Collier County,2,152099.00 ,251412.00 ,321520.00 ,375752.00 ,385980.00 
12023,FL,Columbia County,4,42613.00 ,56413.00 ,67531.00 ,69698.00 ,70385.00 
12027,FL,DeSoto County,6,23865.00 ,32204.00 ,34862.00 ,33976.00 ,34408.00 
12029,FL,Dixie County,6,10585.00 ,13758.00 ,16422.00 ,16759.00 ,17102.00 
12031,FL,Duval County,1,672971.00 ,778896.00 ,864263.00 ,995567.00 ,999935.00 
12033,FL,Escambia County,2,262445.00 ,294415.00 ,297619.00 ,321905.00 ,322390.00 
12035,FL,Flagler County,2,28701.00 ,49818.00 ,95696.00 ,115378.00 ,120932.00 
12037,FL,Franklin County,6,8967.00 ,9827.00 ,11549.00 ,12451.00 ,12572.00 
12039,FL,Gadsden County,2,41116.00 ,45017.00 ,46389.00 ,43826.00 ,43714.00 
12041,FL,Gilchrist County,2,9667.00 ,14429.00 ,16939.00 ,17864.00 ,18360.00 
12043,FL,Glades County,6,7591.00 ,10531.00 ,12884.00 ,12126.00 ,12234.00 
12045,FL,Gulf County,3,11504.00 ,14548.00 ,15863.00 ,14192.00 ,14363.00 
12047,FL,Hamilton County,6,10930.00 ,13321.00 ,14799.00 ,14004.00 ,13993.00 
12049,FL,Hardee County,6,19499.00 ,26854.00 ,27731.00 ,25327.00 ,25425.00 
12051,FL,Hendry County,4,25773.00 ,36184.00 ,39140.00 ,39619.00 ,40313.00 
12053,FL,Hernando County,1,101115.00 ,130795.00 ,172778.00 ,194515.00 ,200638.00 
12055,FL,Highlands County,3,68432.00 ,87391.00 ,98786.00 ,101235.00 ,103296.00 
12057,FL,Hillsborough County,1,834054.00 ,998994.00 ,1229226.00 ,1459762.00 ,1478194.00 
12059,FL,Holmes County,6,15778.00 ,18564.00 ,19927.00 ,19653.00 ,19784.00 
12061,FL,Indian River County,3,90208.00 ,112877.00 ,138028.00 ,159788.00 ,163662.00 
12063,FL,Jackson County,6,41375.00 ,46781.00 ,49746.00 ,47319.00 ,47694.00 
12065,FL,Jefferson County,2,11296.00 ,12876.00 ,14761.00 ,14510.00 ,14555.00 
12067,FL,Lafayette County,9,5578.00 ,7019.00 ,8870.00 ,8226.00 ,8382.00 
12069,FL,Lake County,1,152104.00 ,210418.00 ,297052.00 ,383956.00 ,395804.00 
12071,FL,Lee County,2,335113.00 ,440910.00 ,618754.00 ,760822.00 ,787976.00 
12073,FL,Leon County,2,192493.00 ,239509.00 ,275487.00 ,292198.00 ,292817.00 
12075,FL,Levy County,6,25912.00 ,34448.00 ,40801.00 ,42915.00 ,44158.00 
12077,FL,Liberty County,8,5569.00 ,7011.00 ,8365.00 ,7974.00 ,7900.00 
12079,FL,Madison County,6,16569.00 ,18720.00 ,19224.00 ,17968.00 ,18288.00 
12081,FL,Manatee County,2,211707.00 ,263996.00 ,322833.00 ,399710.00 ,412703.00 
12083,FL,Marion County,2,194835.00 ,258873.00 ,331298.00 ,375908.00 ,385915.00 
12085,FL,Martin County,2,100900.00 ,126777.00 ,146318.00 ,158431.00 ,159942.00 
12086,FL,Miami-Dade County,1,1937194.00 ,2253793.00 ,2496435.00 ,2701767.00 ,2662777.00 
12087,FL,Monroe County,4,78024.00 ,79602.00 ,73090.00 ,82874.00 ,82170.00 
12089,FL,Nassau County,1,43941.00 ,57645.00 ,73314.00 ,90352.00 ,94189.00 
12091,FL,Okaloosa County,3,143777.00 ,170520.00 ,180822.00 ,211668.00 ,213255.00 
12093,FL,Okeechobee County,4,29627.00 ,35869.00 ,39996.00 ,39644.00 ,40266.00 
12095,FL,Orange County,1,677491.00 ,896123.00 ,1145956.00 ,1429908.00 ,1422746.00 
12097,FL,Osceola County,1,107728.00 ,172520.00 ,268685.00 ,388656.00 ,403282.00 
12099,FL,Palm Beach County,1,863503.00 ,1131189.00 ,1320134.00 ,1492191.00 ,1497987.00 
12101,FL,Pasco County,1,281131.00 ,344749.00 ,464697.00 ,561891.00 ,584067.00 
12103,FL,Pinellas County,1,851659.00 ,921500.00 ,916542.00 ,959107.00 ,956615.00 
12105,FL,Polk County,2,405382.00 ,483888.00 ,602095.00 ,725046.00 ,753520.00 
12107,FL,Putnam County,4,65070.00 ,70418.00 ,74364.00 ,73321.00 ,74167.00 
12109,FL,St. Johns County,1,83829.00 ,123237.00 ,190039.00 ,273425.00 ,292466.00 
12111,FL,St. Lucie County,2,150171.00 ,192679.00 ,277789.00 ,329226.00 ,343579.00 
12113,FL,Santa Rosa County,2,81961.00 ,117752.00 ,151372.00 ,188000.00 ,193998.00 
12115,FL,Sarasota County,2,277776.00 ,326002.00 ,379448.00 ,434006.00 ,447057.00 
12117,FL,Seminole County,1,287521.00 ,365448.00 ,422718.00 ,470856.00 ,470093.00 
12119,FL,Sumter County,3,31577.00 ,53337.00 ,93420.00 ,129752.00 ,135638.00 
12121,FL,Suwannee County,6,26780.00 ,34881.00 ,41551.00 ,43474.00 ,44485.00 
12123,FL,Taylor County,6,17111.00 ,19253.00 ,22570.00 ,21796.00 ,21815.00 
12125,FL,Union County,6,10252.00 ,13428.00 ,15535.00 ,16147.00 ,16335.00 
12127,FL,Volusia County,2,370737.00 ,443385.00 ,494593.00 ,553543.00 ,564412.00 
12129,FL,Wakulla County,2,14202.00 ,22857.00 ,30776.00 ,33764.00 ,34690.00 
12131,FL,Walton County,3,27759.00 ,40561.00 ,55043.00 ,75305.00 ,80069.00 
12133,FL,Washington County,6,16919.00 ,20975.00 ,24896.00 ,25318.00 ,25436.00 
13000,GA,Georgia,,6478149.00 ,8186653.00 ,9687653.00 ,10711908.00 ,10799566.00 
13001,GA,Appling County,7,15744.00 ,17405.00 ,18236.00 ,18444.00 ,18488.00 
13003,GA,Atkinson County,9,6213.00 ,7611.00 ,8375.00 ,8286.00 ,8391.00 
13005,GA,Bacon County,7,9566.00 ,10098.00 ,11096.00 ,11140.00 ,11079.00 
13007,GA,Baker County,3,3615.00 ,4047.00 ,3451.00 ,2876.00 ,2819.00 
13009,GA,Baldwin County,4,39530.00 ,44616.00 ,45720.00 ,43799.00 ,43781.00 
13011,GA,Banks County,8,10308.00 ,14425.00 ,18395.00 ,18035.00 ,18562.00 
13013,GA,Barrow County,1,29721.00 ,46177.00 ,69367.00 ,83505.00 ,86658.00 
13015,GA,Bartow County,1,55915.00 ,76062.00 ,100157.00 ,108901.00 ,110843.00 
13017,GA,Ben Hill County,7,16245.00 ,17498.00 ,17634.00 ,17194.00 ,17158.00 
13019,GA,Berrien County,6,14153.00 ,16210.00 ,19286.00 ,18160.00 ,18147.00 
13021,GA,Bibb County,3,150137.00 ,153955.00 ,155547.00 ,157346.00 ,156762.00 
13023,GA,Bleckley County,6,10430.00 ,11666.00 ,13063.00 ,12583.00 ,12607.00 
13025,GA,Brantley County,3,11077.00 ,14608.00 ,18411.00 ,18021.00 ,18101.00 
13027,GA,Brooks County,3,15398.00 ,16456.00 ,16243.00 ,16301.00 ,16270.00 
13029,GA,Bryan County,2,15438.00 ,23430.00 ,30233.00 ,44738.00 ,46938.00 
13031,GA,Bulloch County,4,43125.00 ,55961.00 ,70217.00 ,81099.00 ,82442.00 
13033,GA,Burke County,2,20579.00 ,22255.00 ,23316.00 ,24596.00 ,24310.00 
13035,GA,Butts County,1,15326.00 ,19460.00 ,23655.00 ,25434.00 ,25781.00 
13037,GA,Calhoun County,8,5013.00 ,6317.00 ,6694.00 ,5573.00 ,5509.00 
13039,GA,Camden County,4,30167.00 ,43658.00 ,50513.00 ,54768.00 ,55664.00 
13043,GA,Candler County,7,7744.00 ,9561.00 ,10998.00 ,10981.00 ,11037.00 
13045,GA,Carroll County,1,71422.00 ,87302.00 ,110527.00 ,119148.00 ,121968.00 
13047,GA,Catoosa County,2,42464.00 ,53188.00 ,63942.00 ,67872.00 ,68397.00 
13049,GA,Charlton County,6,8496.00 ,10282.00 ,12171.00 ,12518.00 ,12766.00 
13051,GA,Chatham County,2,216774.00 ,232372.00 ,265128.00 ,295291.00 ,296329.00 
13053,GA,Chattahoochee County,2,16934.00 ,14895.00 ,11267.00 ,9565.00 ,9048.00 
13055,GA,Chattooga County,6,22236.00 ,25423.00 ,26015.00 ,24965.00 ,24932.00 
13057,GA,Cherokee County,1,90204.00 ,142013.00 ,214346.00 ,266620.00 ,274615.00 
13059,GA,Clarke County,3,87594.00 ,101941.00 ,116714.00 ,128671.00 ,128711.00 
13061,GA,Clay County,9,3364.00 ,3342.00 ,3183.00 ,2848.00 ,2882.00 
13063,GA,Clayton County,1,181436.00 ,236644.00 ,259424.00 ,297595.00 ,297100.00 
13065,GA,Clinch County,6,6160.00 ,6847.00 ,6798.00 ,6749.00 ,6725.00 
13067,GA,Cobb County,1,447745.00 ,607450.00 ,688078.00 ,766149.00 ,766802.00 
13069,GA,Coffee County,7,29592.00 ,37421.00 ,42356.00 ,43092.00 ,43386.00 
13071,GA,Colquitt County,6,36645.00 ,42050.00 ,45498.00 ,45898.00 ,45812.00 
13073,GA,Columbia County,2,66031.00 ,89497.00 ,124053.00 ,156010.00 ,159639.00 
13075,GA,Cook County,6,13456.00 ,15779.00 ,17212.00 ,17229.00 ,17225.00 
13077,GA,Coweta County,1,53853.00 ,89254.00 ,127317.00 ,146158.00 ,149956.00 
13079,GA,Crawford County,3,8991.00 ,12481.00 ,12630.00 ,12130.00 ,12153.00 
13081,GA,Crisp County,6,20011.00 ,22020.00 ,23439.00 ,20128.00 ,19879.00 
13083,GA,Dade County,2,13183.00 ,15141.00 ,16633.00 ,16251.00 ,16326.00 
13085,GA,Dawson County,1,9429.00 ,15942.00 ,22330.00 ,26798.00 ,28497.00 
13087,GA,Decatur County,6,25517.00 ,28252.00 ,27842.00 ,29367.00 ,29038.00 
13089,GA,DeKalb County,1,546174.00 ,666158.00 ,691893.00 ,764382.00 ,757718.00 
13091,GA,Dodge County,6,17607.00 ,19154.00 ,21796.00 ,19925.00 ,19759.00 
13093,GA,Dooly County,6,9901.00 ,11480.00 ,14918.00 ,11208.00 ,10885.00 
13095,GA,Dougherty County,3,96321.00 ,96067.00 ,94565.00 ,85790.00 ,84844.00 
13097,GA,Douglas County,1,71120.00 ,92315.00 ,132403.00 ,144237.00 ,145814.00 
13099,GA,Early County,6,11854.00 ,12333.00 ,11008.00 ,10854.00 ,10619.00 
13101,GA,Echols County,3,2334.00 ,3747.00 ,4034.00 ,3697.00 ,3699.00 
13103,GA,Effingham County,2,25687.00 ,37522.00 ,52250.00 ,64769.00 ,66741.00 
13105,GA,Elbert County,6,18949.00 ,20509.00 ,20166.00 ,19637.00 ,19579.00 
13107,GA,Emanuel County,7,20546.00 ,21856.00 ,22598.00 ,22768.00 ,22716.00 
13109,GA,Evans County,6,8724.00 ,10485.00 ,11000.00 ,10774.00 ,10672.00 
13111,GA,Fannin County,8,15992.00 ,19792.00 ,23682.00 ,25319.00 ,25817.00 
13113,GA,Fayette County,1,62415.00 ,91313.00 ,106567.00 ,119194.00 ,120574.00 
13115,GA,Floyd County,3,81251.00 ,90622.00 ,96317.00 ,98584.00 ,98771.00 
13117,GA,Forsyth County,1,44083.00 ,98360.00 ,175511.00 ,251283.00 ,260206.00 
13119,GA,Franklin County,8,16650.00 ,20259.00 ,22084.00 ,23424.00 ,23785.00 
13121,GA,Fulton County,1,648776.00 ,815579.00 ,920581.00 ,1066710.00 ,1065334.00 
13123,GA,Gilmer County,6,13368.00 ,23367.00 ,28292.00 ,31353.00 ,32026.00 
13125,GA,Glascock County,9,2357.00 ,2563.00 ,3082.00 ,2884.00 ,2919.00 
13127,GA,Glynn County,3,62496.00 ,67580.00 ,79626.00 ,84499.00 ,84739.00 
13129,GA,Gordon County,4,35067.00 ,44090.00 ,55186.00 ,57544.00 ,58237.00 
13131,GA,Grady County,6,20279.00 ,23655.00 ,25011.00 ,26236.00 ,25918.00 
13133,GA,Greene County,6,11793.00 ,14363.00 ,15994.00 ,18915.00 ,19536.00 
13135,GA,Gwinnett County,1,352910.00 ,588133.00 ,805321.00 ,957062.00 ,964546.00 
13137,GA,Habersham County,6,27622.00 ,35884.00 ,43041.00 ,46031.00 ,46774.00 
13139,GA,Hall County,3,95434.00 ,139615.00 ,179684.00 ,203136.00 ,207369.00 
13141,GA,Hancock County,7,8908.00 ,10083.00 ,9429.00 ,8735.00 ,8630.00 
13143,GA,Haralson County,1,21966.00 ,25660.00 ,28780.00 ,29919.00 ,30572.00 
13145,GA,Harris County,2,17788.00 ,23783.00 ,32024.00 ,34668.00 ,35626.00 
13147,GA,Hart County,6,19712.00 ,22981.00 ,25213.00 ,25828.00 ,26409.00 
13149,GA,Heard County,1,8628.00 ,10980.00 ,11834.00 ,11412.00 ,11565.00 
13151,GA,Henry County,1,58741.00 ,119498.00 ,203922.00 ,240712.00 ,245235.00 
13153,GA,Houston County,3,89208.00 ,110740.00 ,139900.00 ,163633.00 ,166829.00 
13155,GA,Irwin County,7,8649.00 ,9918.00 ,9538.00 ,9666.00 ,9618.00 
13157,GA,Jackson County,4,30005.00 ,41612.00 ,60485.00 ,75907.00 ,80286.00 
13159,GA,Jasper County,1,8453.00 ,11441.00 ,13900.00 ,14588.00 ,15278.00 
13161,GA,Jeff Davis County,7,12032.00 ,12673.00 ,15068.00 ,14779.00 ,14872.00 
13163,GA,Jefferson County,6,17408.00 ,17239.00 ,16930.00 ,15709.00 ,15524.00 
13165,GA,Jenkins County,6,8247.00 ,8571.00 ,8340.00 ,8674.00 ,8639.00 
13167,GA,Johnson County,7,8329.00 ,8526.00 ,9980.00 ,9189.00 ,9160.00 
13169,GA,Jones County,3,20739.00 ,23691.00 ,28669.00 ,28347.00 ,28400.00 
13171,GA,Lamar County,1,13038.00 ,15956.00 ,18317.00 ,18500.00 ,19080.00 
13173,GA,Lanier County,3,5531.00 ,7246.00 ,10078.00 ,9877.00 ,9907.00 
13175,GA,Laurens County,5,39988.00 ,44861.00 ,48434.00 ,49570.00 ,49547.00 
13177,GA,Lee County,3,16250.00 ,24766.00 ,28298.00 ,33163.00 ,33411.00 
13179,GA,Liberty County,3,52745.00 ,61661.00 ,63453.00 ,65256.00 ,65711.00 
13181,GA,Lincoln County,2,7442.00 ,8330.00 ,7996.00 ,7690.00 ,7749.00 
13183,GA,Long County,3,6202.00 ,10273.00 ,14464.00 ,16168.00 ,17152.00 
13185,GA,Lowndes County,3,75981.00 ,92121.00 ,109233.00 ,118251.00 ,119276.00 
13187,GA,Lumpkin County,6,14573.00 ,21041.00 ,29966.00 ,33488.00 ,34278.00 
13189,GA,McDuffie County,2,20119.00 ,21263.00 ,21875.00 ,21632.00 ,21633.00 
13191,GA,McIntosh County,3,8634.00 ,10839.00 ,14333.00 ,10975.00 ,11123.00 
13193,GA,Macon County,6,13114.00 ,14041.00 ,14740.00 ,12082.00 ,12004.00 
13195,GA,Madison County,3,21050.00 ,25705.00 ,28120.00 ,30120.00 ,30885.00 
13197,GA,Marion County,2,5590.00 ,7133.00 ,8742.00 ,7498.00 ,7440.00 
13199,GA,Meriwether County,1,22411.00 ,22546.00 ,21992.00 ,20613.00 ,20793.00 
13201,GA,Miller County,8,6280.00 ,6368.00 ,6125.00 ,6000.00 ,5919.00 
13205,GA,Mitchell County,6,20275.00 ,23925.00 ,23498.00 ,21755.00 ,21521.00 
13207,GA,Monroe County,3,17113.00 ,21751.00 ,26424.00 ,27957.00 ,28712.00 
13209,GA,Montgomery County,9,7379.00 ,8234.00 ,9123.00 ,8610.00 ,8653.00 
13211,GA,Morgan County,1,12883.00 ,15499.00 ,17868.00 ,20097.00 ,20635.00 
13213,GA,Murray County,3,26147.00 ,36501.00 ,39628.00 ,39973.00 ,39951.00 
13215,GA,Muscogee County,2,179280.00 ,186213.00 ,189885.00 ,206922.00 ,205617.00 
13217,GA,Newton County,1,41808.00 ,61906.00 ,99958.00 ,112483.00 ,115355.00 
13219,GA,Oconee County,3,17618.00 ,25772.00 ,32808.00 ,41799.00 ,43023.00 
13221,GA,Oglethorpe County,3,9763.00 ,12610.00 ,14899.00 ,14825.00 ,15140.00 
13223,GA,Paulding County,1,41611.00 ,81615.00 ,142324.00 ,168661.00 ,173780.00 
13225,GA,Peach County,3,21189.00 ,23702.00 ,27695.00 ,27981.00 ,28417.00 
13227,GA,Pickens County,1,14432.00 ,23022.00 ,29431.00 ,33216.00 ,34024.00 
13229,GA,Pierce County,6,13328.00 ,15624.00 ,18758.00 ,19716.00 ,19976.00 
13231,GA,Pike County,1,10224.00 ,13460.00 ,17869.00 ,18889.00 ,19477.00 
13233,GA,Polk County,4,33815.00 ,38102.00 ,41475.00 ,42853.00 ,43496.00 
13235,GA,Pulaski County,3,8108.00 ,9604.00 ,12010.00 ,9855.00 ,9917.00 
13237,GA,Putnam County,6,14137.00 ,18774.00 ,21218.00 ,22047.00 ,22585.00 
13239,GA,Quitman County,9,2210.00 ,2596.00 ,2513.00 ,2235.00 ,2243.00 
13241,GA,Rabun County,7,11648.00 ,15035.00 ,16276.00 ,16883.00 ,17119.00 
13243,GA,Randolph County,6,8023.00 ,7791.00 ,7719.00 ,6425.00 ,6287.00 
13245,GA,Richmond County,2,189719.00 ,199552.00 ,200549.00 ,206607.00 ,205673.00 
13247,GA,Rockdale County,1,54091.00 ,70292.00 ,85215.00 ,93570.00 ,94082.00 
13249,GA,Schley County,8,3590.00 ,3760.00 ,5010.00 ,4547.00 ,4478.00 
13251,GA,Screven County,6,13842.00 ,15357.00 ,14593.00 ,14067.00 ,14105.00 
13253,GA,Seminole County,6,9010.00 ,9364.00 ,8729.00 ,9147.00 ,9197.00 
13255,GA,Spalding County,1,54457.00 ,58461.00 ,64073.00 ,67306.00 ,67909.00 
13257,GA,Stephens County,7,23436.00 ,25442.00 ,26175.00 ,26784.00 ,26865.00 
13259,GA,Stewart County,8,5654.00 ,5253.00 ,6058.00 ,5314.00 ,5341.00 
13261,GA,Sumter County,6,30232.00 ,33228.00 ,32819.00 ,29616.00 ,29283.00 
13263,GA,Talbot County,8,6524.00 ,6513.00 ,6865.00 ,5733.00 ,5742.00 
13265,GA,Taliaferro County,8,1915.00 ,2076.00 ,1717.00 ,1559.00 ,1558.00 
13267,GA,Tattnall County,6,17722.00 ,22314.00 ,25520.00 ,22842.00 ,23052.00 
13269,GA,Taylor County,8,7642.00 ,8815.00 ,8906.00 ,7816.00 ,7799.00 
13271,GA,Telfair County,7,11000.00 ,11815.00 ,16500.00 ,12477.00 ,12414.00 
13273,GA,Terrell County,3,10653.00 ,10963.00 ,9315.00 ,9185.00 ,8964.00 
13275,GA,Thomas County,4,38943.00 ,42791.00 ,44720.00 ,45798.00 ,45842.00 
13277,GA,Tift County,5,34998.00 ,38376.00 ,40118.00 ,41344.00 ,41212.00 
13279,GA,Toombs County,7,24072.00 ,26133.00 ,27223.00 ,27030.00 ,26911.00 
13281,GA,Towns County,9,6754.00 ,9312.00 ,10471.00 ,12493.00 ,12875.00 
13283,GA,Treutlen County,7,5994.00 ,6836.00 ,6885.00 ,6406.00 ,6306.00 
13285,GA,Troup County,4,55532.00 ,58753.00 ,67044.00 ,69426.00 ,69720.00 
13287,GA,Turner County,6,8703.00 ,9494.00 ,8930.00 ,9006.00 ,8966.00 
13289,GA,Twiggs County,3,9806.00 ,10601.00 ,9023.00 ,8022.00 ,7856.00 
13291,GA,Union County,9,11993.00 ,17286.00 ,21356.00 ,24632.00 ,25521.00 
13293,GA,Upson County,6,26300.00 ,27761.00 ,27153.00 ,27700.00 ,27720.00 
13295,GA,Walker County,2,58310.00 ,61140.00 ,68756.00 ,67654.00 ,68510.00 
13297,GA,Walton County,1,38586.00 ,60637.00 ,83768.00 ,96673.00 ,99853.00 
13299,GA,Ware County,5,35471.00 ,35497.00 ,36312.00 ,36251.00 ,36033.00 
13301,GA,Warren County,8,6078.00 ,6309.00 ,5834.00 ,5215.00 ,5240.00 
13303,GA,Washington County,7,19112.00 ,21197.00 ,21187.00 ,19988.00 ,19785.00 
13305,GA,Wayne County,6,22356.00 ,26571.00 ,30099.00 ,30144.00 ,30380.00 
13307,GA,Webster County,8,2263.00 ,2390.00 ,2799.00 ,2348.00 ,2367.00 
13309,GA,Wheeler County,9,4903.00 ,6170.00 ,7421.00 ,7471.00 ,7471.00 
13311,GA,White County,6,13006.00 ,19976.00 ,27144.00 ,28003.00 ,28442.00 
13313,GA,Whitfield County,3,72462.00 ,83561.00 ,102599.00 ,102864.00 ,102848.00 
13315,GA,Wilcox County,8,7008.00 ,8625.00 ,9255.00 ,8766.00 ,8739.00 
13317,GA,Wilkes County,6,10597.00 ,10706.00 ,10593.00 ,9565.00 ,9513.00 
13319,GA,Wilkinson County,8,10228.00 ,10202.00 ,9563.00 ,8877.00 ,8831.00 
13321,GA,Worth County,3,19744.00 ,22029.00 ,21679.00 ,20784.00 ,20554.00 
15000,HI,Hawaii,,1108229.00 ,1211497.00 ,1360301.00 ,1455271.00 ,1441553.00 
15001,HI,Hawaii County,5,120317.00 ,148641.00 ,185079.00 ,200629.00 ,202906.00 
15003,HI,Honolulu County,2,836231.00 ,876159.00 ,953207.00 ,1016508.00 ,1000890.00 
15005,HI,Kalawao County,3,130.00 ,147.00 ,90.00 ,82.00 ,82.00 
15007,HI,Kauai County,5,51177.00 ,58460.00 ,67091.00 ,73298.00 ,73454.00 
15009,HI,Maui County,3,100374.00 ,128090.00 ,154834.00 ,164754.00 ,164221.00 
16000,ID,Idaho,,1006734.00 ,1293957.00 ,1567582.00 ,1839106.00 ,1900923.00 
16001,ID,Ada County,2,205775.00 ,300953.00 ,392365.00 ,494967.00 ,511931.00 
16003,ID,Adams County,9,3254.00 ,3483.00 ,3976.00 ,4379.00 ,4625.00 
16005,ID,Bannock County,3,66026.00 ,75562.00 ,82839.00 ,87018.00 ,88263.00 
16007,ID,Bear Lake County,9,6084.00 ,6418.00 ,5986.00 ,6372.00 ,6545.00 
